Heat_Number,Date,BOF Grade Code,Hot Metal Addn. Weight,Scrap Addn. Weight,Lime Into Converter,Dolomite Into Converter,Lime Into Ladle,Iron Ore Into Converter,SIMN Into Ladle,FESI Into Ladle,FEMN Into Ladle,Measered O2 Mainblow II,Duration of Mainblow I/II,Measered O2 2nd Blow,HM_P,HM_S,HM_Si,Total_FA_Ladle,HM_Ratio,O2_per_ton_HM,Lime_Dolo_Ratio,SiMn_FA_Fraction,Grade_Encoded,C,Mn,P,S,Si,FeO,CaO,SiO2,Al2O3,MnO,MgO,P2O5,Basicity,Slag_SP_Index
23300022,2023-04-01,ASP1239,125.74,8.14,6474.0,1815.0,917.0,2982.0,1195.0,262.0,0.0,5579.0,1123.0,0.0,0.1427692307692308,0.042576923076923,0.8614230769230768,1457.0,0.9391992829329312,44.3693335450583,3.566942148758365,0.8201784488669731,24,0.45,0.73,0.017,0.015,0.24,24.745,47.887,17.912,0.521,1.113,4.048,2.21,2.673309886674482,1.1225795864785035
23200020,2023-04-01,1786500D,125.6,8.49,10908.0,609.0,910.0,2856.0,1650.0,300.0,246.0,7262.0,1183.0,272.0,0.1427692307692308,0.042576923076923,0.8614230769230768,2196.0,0.9366843164968552,57.81847133711928,17.911330049231672,0.7513661202182371,2,0.2,0.79,0.031,0.033,0.196,17.001,53.539,19.016,0.79,0.43,5.338,2.196,2.815323131934585,1.4864512188350272
23200006,2023-04-01,1786500D,125.41,8.14,9627.0,1500.0,792.0,2798.0,1711.0,283.0,0.0,6814.0,1065.0,0.0,0.1427692307692308,0.042576923076923,0.8614230769230768,1994.0,0.9390490452943536,54.33378518416128,6.417999999995722,0.8580742226675737,2,0.19,0.71,0.021,0.023,0.199,24.176,49.507,15.712,1.027,0.779,5.326,1.93,3.1507032393559475,1.241119105517812
23100045,2023-04-02,2062BK1,124.26,0.0,9981.0,1785.0,767.0,4310.0,1659.0,257.0,0.0,6094.0,1830.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,1916.0,0.9999999999919524,49.04233059674036,5.591596638652329,0.8658663883085251,6,0.22,0.88,0.016,0.028,0.23,12.017,49.788,24.5605,3.561,1.002,6.288,1.1025,2.027074893634346,1.3611274382492446
23100048,2023-04-02,2062BK1,123.87,8.29,9249.0,1857.0,747.0,3813.0,1671.0,261.0,0.0,6677.0,1095.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,1932.0,0.9372730024142156,53.90328570231773,4.980613893373731,0.8649068322976889,6,0.2,0.76,0.017,0.023,0.19,15.416,53.53,18.839,2.473,0.923,4.975,2.205,2.841295116772824,1.5626459598318547
23100078,2023-04-02,C20MMNC(BSP),126.7,8.15,9705.0,1983.0,787.0,2908.0,1712.0,233.0,0.0,6574.0,1150.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,1945.0,0.9395624768191356,51.88634569809087,4.894099848711601,0.8802056555265397,43,0.21,0.84,0.02,0.02,0.22,24.861,48.936,15.729,1.151,0.798,5.107,1.898,3.110998092816275,1.2055874454928432
23100081,2023-04-02,C20MMNC(BSP),121.31,7.43,11295.0,1986.0,842.0,5195.0,1729.0,345.0,0.0,6462.0,1085.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,2074.0,0.9422867795483744,53.26848569735992,5.687311178244871,0.8336547733843618,43,0.21,0.83,0.022,0.019,0.22,27.118,47.675,15.769,0.572,0.71,4.559,2.107,3.0231452124286617,1.1116163029285582
23200066,2023-04-02,C20MMNC(BSP),118.43,8.09,10692.0,2697.0,910.0,3036.0,1684.0,267.0,179.0,6467.0,1030.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,2130.0,0.936057540302434,54.60609642780877,3.96440489432556,0.7906103286381265,43,0.21,0.86,0.022,0.021,0.2,18.819,53.411,17.689,0.732,0.447,5.099,2.068,3.0192764273600905,1.4629543400257474
23200063,2023-04-02,1786500D,123.66,8.14,8400.0,1380.0,897.0,2232.0,1674.0,250.0,0.0,5985.0,950.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,1924.0,0.938239757200772,48.39883551634806,6.086956521734719,0.8700623700619179,2,0.21,0.86,0.017,0.024,0.244,17.789,53.966,18.059,0.794,0.545,5.066,2.042,2.9881506090808414,1.5053697453206507
23200053,2023-04-02,1786500D,121.72,7.86,8931.0,1497.0,803.0,3609.0,2403.0,108.0,489.0,6547.0,1592.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,3000.0,0.9393424911179244,53.78738087369547,5.96593186372347,0.800999999999733,2,0.2,1.18,0.017,0.014,0.19,2.82,56.533,28.614,2.225,1.967,6.6,0.085,1.975642145727765,1.7984094162557658
23200047,2023-04-02,C20MMNC(BSP),119.14,8.15,9678.0,1515.0,795.0,2960.0,1661.0,263.0,0.0,6191.0,983.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,1924.0,0.9359729750888838,51.9640758766832,6.388118811876971,0.8633056133051646,43,0.2,0.76,0.027,0.03,0.21,19.977,49.238,18.977,1.823,0.789,5.013,2.527,2.5944778164190114,1.2639712488769093
23200026,2023-04-02,2062BK1,126.87,8.29,9675.0,2061.0,1009.0,3027.0,1657.0,327.0,273.0,6264.0,1005.0,368.0,0.1345833333333333,0.0351249999999999,0.971125,2257.0,0.9386652855805072,49.373374319781085,4.694323144102526,0.7341603898977695,6,0.21,0.82,0.024,0.027,0.2,16.818,53.895,18.912,0.771,0.428,5.295,2.2,2.849627240522392,1.5083540902857462
23300098,2023-04-02,JIS540RC2ALK,131.39,0.0,10455.0,2289.0,799.0,4418.0,1712.0,0.0,604.0,6044.0,954.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,2316.0,0.9999999999923892,46.00045665540757,4.567496723458031,0.7392055267699744,62,0.22,1.4,0.035,0.016,0.26,1.108,49.409,21.419,18.027,0.512,7.742,0.058,2.306676003734827,2.1932262073863633
23300076,2023-04-02,ASP1239,124.13,9.48,10557.0,2220.0,856.0,3834.0,1169.0,266.0,0.0,6356.0,1182.0,334.0,0.1345833333333333,0.0351249999999999,0.971125,1435.0,0.9290472269970136,51.20438250180291,4.755405405403264,0.8146341463408957,24,0.46,0.75,0.015,0.02,0.26,25.135,48.662,15.688,1.074,0.794,5.205,1.921,3.1016635859519406,1.191994904957868
23100054,2023-04-02,C20MMNC(BSP),131.74,7.52,10773.0,2469.0,797.0,3454.0,1693.0,288.0,0.0,6608.0,1497.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,1981.0,0.9460002872257216,50.15940488803583,4.36330498177223,0.8546188793534303,43,0.2,0.81,0.021,0.023,0.25,1.119,53.383,30.954,4.792,0.979,7.056,0.059,1.7245356162170893,1.6643698946186944
23300044,2023-04-02,2062BK1,125.78,8.08,10341.0,1797.0,809.0,2906.0,1752.0,224.0,0.0,6699.0,1057.0,0.0,0.1345833333333333,0.0351249999999999,0.971125,1976.0,0.9396384282015564,53.259659722903,5.754590984971756,0.8866396761129116,6,0.21,0.89,0.026,0.027,0.22,1.595,53.618,28.839,5.771,2.176,6.433,0.102,1.8591539528432732,1.761721701987843
23300140,2023-04-03,SEQRFE550D,120.5,9.07,10716.0,1008.0,724.0,0.0,1736.0,251.0,0.0,6472.0,1190.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,1987.0,0.9299992282092306,53.70954356801901,10.630952380941835,0.8736789129336318,73,0.2,0.84,0.016,0.02,0.22,0.982,52.008,31.337,5.112,1.7,7.253,0.071,1.6595826153551598,1.6091584158415841
23200106,2023-04-03,2062BK1,124.05,6.7,10959.0,1407.0,855.0,3404.0,1671.0,246.0,186.0,6362.0,1019.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,2103.0,0.948757170164828,51.28577186576956,7.788912579951821,0.7945791726101785,6,0.21,0.88,0.021,0.019,0.24,21.468,49.82,18.733,1.083,0.642,4.393,2.144,2.6593359666915766,1.2392418287647382
23200109,2023-04-03,C20MMNATLT,116.3,7.48,10680.0,1797.0,891.0,4061.0,1650.0,280.0,182.0,6541.0,1603.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,2112.0,0.9395702051951884,56.24247635377264,5.943238731215391,0.7812499999996301,41,0.2,0.76,0.027,0.017,0.2,21.78,49.823,18.453,0.997,0.643,4.441,2.132,2.699848271377479,1.238330765024606
23200112,2023-04-03,C20MMNATLT,131.41,7.68,10632.0,1791.0,908.0,5441.0,1677.0,270.0,176.0,6252.0,1504.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,2123.0,0.9447839528295005,47.57628795337055,5.936348408706904,0.7899199246345785,41,0.2,0.76,0.031,0.024,0.21,22.181,49.959,18.035,1.076,0.629,4.34,2.096,2.7699600798403194,1.2422358704030636
23200118,2023-04-03,2062BK1,124.49,7.88,9177.0,1626.0,902.0,4567.0,1654.0,300.0,253.0,6420.0,1078.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,2207.0,0.9404698949842074,51.570407261213184,5.64391143911092,0.749433620298709,6,0.2,0.78,0.016,0.019,0.21,15.272,53.348,19.105,2.529,0.915,4.959,2.24,2.7922118706165597,1.551806387806155
23200120,2023-04-03,2062BK1,120.78,7.88,9045.0,1092.0,910.0,3721.0,1667.0,304.0,246.0,6281.0,1005.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,2217.0,0.9387533032726664,52.003642986818974,8.282967032959448,0.7519170049613207,6,0.2,0.78,0.016,0.026,0.2,21.429,49.557,18.941,1.147,0.647,4.446,2.117,2.6162496040544823,1.2275395704837633
23100128,2023-04-03,2062BK1,129.49,9.12,11295.0,1980.0,782.0,3871.0,1688.0,254.0,0.0,6579.0,1038.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,1942.0,0.9342038813870992,50.80701212409602,5.704545454542574,0.8692070030891508,6,0.18,0.79,0.024,0.02,0.21,21.555,49.972,17.752,1.043,0.766,4.864,2.291,2.814848194671323,1.2712933753943219
23100145,2023-04-03,SEQRFE550D,123.74,7.28,10581.0,1221.0,606.0,0.0,1616.0,358.0,0.0,5949.0,1008.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,1974.0,0.9444359639677576,48.07661225110654,8.665847665840568,0.8186423505568294,73,0.21,0.83,0.014,0.014,0.23,27.453,45.03,16.492,0.982,0.771,5.635,1.899,2.7302491966288724,1.0246666363264008
23100142,2023-04-03,SEQRFE550D,125.29,7.42,11151.0,2175.0,805.0,3446.0,1736.0,288.0,406.0,6483.0,1023.0,0.0,0.152735294117647,0.0326176470588235,1.0732941176470587,2430.0,0.9440886142646064,51.74395402624516,5.126896551721781,0.7144032921807759,73,0.2,0.94,0.024,0.014,0.22,13.838000000000001,45.819,25.383,3.771,1.298,7.086,1.0195,1.8050346675070912,1.1681964203763195
23300176,2023-04-04,2830C20MMNAK,100.85,0.0,8103.0,0.0,768.0,648.0,1736.0,295.0,0.0,2694.0,733.0,0.0,0.1565714285714285,0.0413214285714285,0.9843571428571428,2031.0,0.9999999999900844,26.71294000965084,8102999999999.999,0.8547513540123808,16,0.21,0.78,0.016,0.015,0.19,15.317,53.249,19.161,2.507,0.922,4.945,2.257,2.7788852938106667,1.5443893384378897
23300158,2023-04-04,2062BK1,124.15,7.28,10818.0,2058.0,790.0,4175.0,1809.0,254.0,0.0,6193.0,1001.0,0.0,0.1565714285714285,0.0413214285714285,0.9843571428571428,2063.0,0.9446092977178376,49.88320579903437,5.256559766761294,0.8768783325250233,6,0.21,0.77,0.023,0.018,0.2,23.376,49.808,17.116,0.797,0.922,4.068,2.326,2.9098556990126774,1.2300397599585113
23100165,2023-04-04,2830C20MMNC,125.97,8.15,11370.0,3726.0,699.0,4218.0,1673.0,291.0,126.0,6716.0,1083.0,0.0,0.1565714285714285,0.0413214285714285,0.9843571428571428,2090.0,0.9392335222119056,53.31428117763504,3.0515297906594063,0.8004784688991385,17,0.21,0.75,0.035,0.02,0.22,24.792,48.983,15.752,1.089,0.792,5.146,1.928,3.109439471846632,1.2081144407448512
23100197,2023-04-04,2830C20MMNC,127.83,7.29,9996.0,1662.0,770.0,3615.0,1659.0,237.0,0.0,502.0,103.0,0.0,0.1565714285714285,0.0413214285714285,0.9843571428571428,1896.0,0.946047957364224,3.9270906672617767,6.014440433209377,0.8749999999995385,17,0.22,0.79,0.015,0.024,0.23,20.453,52.163,17.617,0.66,0.749,4.621,2.123,2.960778749006697,1.370150508260881
23100194,2023-04-04,2830C20MMNC,126.6,14.08,10194.0,1656.0,797.0,3009.0,1712.0,251.0,0.0,6138.0,992.0,0.0,0.1565714285714285,0.0413214285714285,0.9843571428571428,1963.0,0.8999147000220364,48.48341232189192,6.155797101445558,0.8721344880280835,17,0.22,0.8,0.025,0.028,0.23,20.242,51.949,17.938,0.775,0.755,4.614,2.119,2.8958693349685043,1.3605982032948325
23100190,2023-04-04,2062BK1,134.77,8.48,7011.0,2001.0,677.0,3896.0,1678.0,240.0,0.0,1772.0,5122.0,0.0,0.1565714285714285,0.0413214285714285,0.9843571428571428,1918.0,0.9408027923145496,13.14832677885918,3.5037481259352803,0.8748696558910976,6,0.2,0.74,0.015,0.021,0.2,1.353,47.613,31.347,8.227,0.835,8.607,0.042,1.518852877376547,1.456010519555977
23100192,2023-04-04,1786500D,131.28,7.28,10284.0,1485.0,717.0,3186.0,1553.0,254.0,0.0,304.0,1179.0,0.0,0.1565714285714285,0.0413214285714285,0.9843571428571428,1807.0,0.9474595842887742,2.315661182188333,6.925252525247862,0.8594355284998011,2,0.19,0.74,0.016,0.02,0.24,20.597,52.03,17.593,0.662,0.754,4.623,2.122,2.95725815618961,1.3623628603597708
23100179,2023-04-04,2062BK1,125.78,7.43,11613.0,1983.0,872.0,2053.0,1736.0,301.0,0.0,6062.0,1040.0,0.0,0.1565714285714285,0.0413214285714285,0.9843571428571428,2037.0,0.944223406644064,48.19526156743365,5.856278366108999,0.8522336769755267,6,0.19,0.78,0.029,0.02,0.21,16.671,52.866,20.111,0.773,0.683,5.021,2.204,2.628579952267303,1.43724002936139
23200238,2023-04-05,2062BK1,126.27,8.14,11475.0,1071.0,809.0,4072.0,1661.0,304.0,162.0,6496.0,1117.0,0.0,0.1575454545454545,0.0394545454545454,0.9937272727272728,2127.0,0.9394390298271004,51.44531559316192,10.71428571427571,0.780912082745284,6,0.22,0.78,0.026,0.025,0.25,21.79,50.283,18.194,1.091,0.612,4.269,2.098,2.7635614179719705,1.257546579967488
23100245,2023-04-05,45C8ASPRC,129.19,8.14,11010.0,996.0,779.0,5066.0,1401.0,250.0,0.0,6212.0,999.0,0.0,0.1575454545454545,0.0394545454545454,0.9937272727272728,1651.0,0.9407267166610304,48.0842170442907,11.05421686745878,0.8485766202296495,21,0.47,0.78,0.027,0.02,0.22,23.08,50.087,17.204,0.757,0.904,4.014,2.355,2.9111886079628015,1.2433163708576396
23200235,2023-04-05,2830C20MMNC,122.11,8.14,9456.0,1080.0,803.0,2272.0,1667.0,297.0,165.0,5914.0,961.0,0.0,0.1575454545454545,0.0394545454545454,0.9937272727272728,2129.0,0.9375047984572936,48.43174187168592,8.75555555554745,0.7829967120710273,17,0.21,0.77,0.023,0.031,0.2,22.985,50.187,17.226,0.755,0.895,4.002,2.366,2.913275671910373,1.2480602805132797
23300234,2023-04-05,2062BK1,128.61,8.08,9567.0,1767.0,762.0,2220.0,1729.0,241.0,0.0,6670.0,1098.0,0.0,0.1575454545454545,0.0394545454545454,0.9937272727272728,1970.0,0.9408881410422058,51.86221911164091,5.414261460098803,0.8776649746188439,6,0.22,0.81,0.016,0.03,0.24,21.697,50.289,18.295,1.075,0.611,4.266,2.108,2.748633581110625,1.2574450528842547
23200279,2023-04-06,2830C20MMNC,122.77,18.0,10650.0,2508.0,759.0,4596.0,1664.0,267.0,155.0,6195.0,972.0,0.0,0.17035,0.03825,0.86165,2086.0,0.8721318462678688,50.4602101486482,4.246411483251896,0.7976989453495696,17,0.21,0.75,0.016,0.019,0.19,1.713,51.659,29.872,5.972,0.995,8.073,0.15,1.729287316305694,1.635503070980814
23200320,2023-04-06,2830C20MMNC,124.45,7.52,9120.0,2328.0,905.0,4269.0,1677.0,280.0,155.0,6202.0,1278.0,0.0,0.17035,0.03825,0.86165,2112.0,0.9430173524214368,49.835275210527634,3.9175257731941935,0.7940340909087149,17,0.2,0.75,0.021,0.023,0.23,20.137,51.847,17.086,1.312,0.796,4.592,2.254,3.0342950781295723,1.392837954008167
23100294,2023-04-06,2062BK1,128.34,6.09,10275.0,1674.0,591.0,3228.0,1644.0,264.0,79.0,6007.0,1045.0,406.0,0.17035,0.03825,0.86165,1987.0,0.9546976121330456,46.80536076011528,6.137992831537552,0.827377956718255,6,0.2,0.79,0.021,0.02,0.23,18.007,51.705,19.809,0.857,0.752,4.961,2.136,2.6100454316002017,1.3672422455509425
23100288,2023-04-06,2062BK1,127.74,7.28,9612.0,1761.0,792.0,4472.0,1614.0,288.0,291.0,6145.0,975.0,0.0,0.17035,0.03825,0.86165,2193.0,0.9460820619097464,48.10552685104035,5.458262350933868,0.735978112174767,6,0.21,0.82,0.027,0.022,0.25,3.687,49.365,27.774,5.338,5.899,5.73,0.36,1.7773177317731772,1.569035662068527
23100286,2023-04-06,1786500D,133.58,7.87,9555.0,1971.0,720.0,3464.0,1696.0,275.0,0.0,6418.0,1032.0,0.0,0.17035,0.03825,0.86165,1971.0,0.9443619653521078,48.04611468746784,4.84779299847547,0.8604769152709992,2,0.2,0.76,0.032,0.023,0.216,19.214,51.738,18.719,0.821,0.733,4.948,2.034,2.763782051282051,1.363895186376338
23300284,2023-04-06,2062BK1,123.6,7.42,11334.0,1953.0,873.0,4062.0,1780.0,197.0,0.0,6507.0,1140.0,0.0,0.17035,0.03825,0.86165,1977.0,0.943367424813438,52.64563106753523,5.803379416279671,0.9003540718255436,6,0.21,0.74,0.015,0.021,0.21,18.762,51.59,19.263,0.898,0.725,4.877,2.095,2.6780523255813953,1.3567033082627675
23300289,2023-04-06,2062BK1,125.25,7.43,8976.0,2997.0,779.0,3825.0,1882.0,319.0,0.0,6351.0,1051.0,0.0,0.17035,0.03825,0.86165,2201.0,0.944000602947362,50.70658682594246,2.994994994993996,0.8550658791454543,6,0.21,0.83,0.017,0.02,0.22,27.358,47.954,15.292,0.642,0.708,4.5,2.066,3.1356829922186624,1.1243347166537714
23300300,2023-04-06,2062BK1,123.8,4.25,9912.0,1986.0,801.0,4186.0,1719.0,204.0,0.0,6407.0,1043.0,0.0,0.17035,0.03825,0.86165,1923.0,0.9668098398987364,51.75282714013124,4.990936555888726,0.8939157566298004,6,0.21,0.8,0.023,0.019,0.24,6.279,48.032,25.973,3.658,3.782,6.359,0.269,1.8492338492338491,1.4892258084519272
23300309,2023-04-06,2830C20MMNC,122.2,8.14,9438.0,984.0,812.0,4329.0,1703.0,235.0,0.0,6406.0,1039.0,0.0,0.17035,0.03825,0.86165,1938.0,0.9375479515042386,52.42225859204237,9.5914634146244,0.878740970071786,17,0.19,0.73,0.016,0.023,0.21,1.784,55.736,28.104,4.784,1.347,6.169,0.061,1.9831346735456323,1.8647663019840075
23100339,2023-04-07,2062BK1,137.61,0.0,9024.0,1518.0,0.0,4607.0,0.0,0.0,0.0,6066.0,977.0,0.0,0.17408,0.04428,0.91692,0.0,0.9999999999927331,44.08109875703742,5.944664031616638,0.0,6,0.2,0.76,0.026,0.028,0.21,19.059,51.193,19.302,0.884,0.737,4.932,2.078,2.6520748070248144,1.3344716125332359
23300360,2023-04-07,2830C20MMNC,125.25,8.26,14016.0,1023.0,793.0,3578.0,1726.0,262.0,0.0,6004.0,974.0,0.0,0.17408,0.04428,0.91692,1988.0,0.9381319751259224,47.93612774412825,13.7008797653825,0.8682092555327625,17,0.19,0.7,0.018,0.023,0.21,1.768,54.359,28.254,5.278,1.016,7.245,0.122,1.923871881082994,1.8105785564400625
23200367,2023-04-07,2830C20MMNC,126.69,8.88,11418.0,2403.0,800.0,3349.0,1661.0,273.0,0.0,6634.0,1056.0,0.0,0.17408,0.04428,0.91692,1934.0,0.9344987829096816,52.36403820307551,4.751560549311381,0.858841778696557,17,0.2,0.72,0.023,0.024,0.21,2.875,51.416,29.81,4.656,2.607,6.645,0.225,1.7247324812988494,1.5730282077953863
23300369,2023-04-07,C20MMNATLT,122.73,7.15,10524.0,2043.0,815.0,5164.0,1787.0,197.0,0.0,6396.0,1038.0,0.0,0.17408,0.04428,0.91692,1984.0,0.944949183854751,52.11439745740964,5.151248164461502,0.9007056451608363,41,0.23,0.79,0.023,0.029,0.23,2.901,51.501,29.675,4.599,2.626,6.708,0.227,1.7354427820460976,1.580900635417626
23200420,2023-04-08,IS2062E350BR,118.55,8.67,10485.0,555.0,1600.0,4314.0,5028.0,0.0,1046.0,6061.0,1237.0,327.0,0.1597037037037037,0.0487777777777777,0.928962962962963,6074.0,0.9318503379898456,51.126107127362914,18.891891891857853,0.8277905828118491,59,0.2,1.36,0.014,0.027,0.21,21.873,52.203,16.528,0.826,0.622,4.013,2.303,3.158267287797205,1.3593823238373004
23300429,2023-04-08,1786500D,120.53,8.33,12834.0,0.0,820.0,6350.0,1772.0,271.0,0.0,6512.0,1334.0,480.0,0.1597037037037037,0.0487777777777777,0.928962962962963,2043.0,0.9353562005204458,54.02804281047019,12834000000000.0,0.8673519334308041,2,0.22,0.7,0.031,0.027,0.173,22.359,53.059,14.92,0.812,0.804,4.84,2.014,3.555994906507607,1.4232564377682402
23200390,2023-04-08,2830C20MMNC,128.13,7.67,9891.0,1884.0,800.0,3210.0,1735.0,277.0,0.0,6734.0,1211.0,0.0,0.1597037037037037,0.0487777777777777,0.928962962962963,2012.0,0.9435198821727284,52.55599781430926,5.249999999997214,0.8623260437371459,17,0.23,0.74,0.029,0.027,0.2,19.556,52.584,17.579,0.735,0.799,4.904,2.007,2.9911262798634812,1.415984489444205
23200393,2023-04-08,S.TOWER6VAN,128.23,7.29,10179.0,1101.0,803.0,3519.0,2440.0,7.0,429.0,6640.0,1147.0,313.0,0.1597037037037037,0.0487777777777777,0.928962962962963,2876.0,0.946207201882038,51.78195430046182,9.245231607621031,0.8484005563279386,67,0.2,1.36,0.031,0.035,0.24,2.068,54.296,29.598,3.883,1.905,6.632,0.092,1.8343862968343525,1.714592477973916
23300399,2023-04-08,1786500D,126.84,7.43,9957.0,1995.0,801.0,4236.0,1706.0,261.0,0.0,6196.0,1080.0,0.0,0.1597037037037037,0.0487777777777777,0.928962962962963,1967.0,0.9446637372388124,48.84894355054518,4.99097744360652,0.8673106253173019,2,0.2,0.71,0.014,0.03,0.226,1.535,52.777,27.13,5.437,3.656,7.552,0.067,1.945265563377686,1.8411009558361822
23100411,2023-04-08,S.TOWER6VAN,130.42,0.0,12114.0,2157.0,1015.0,4556.0,2465.0,91.0,501.0,6217.0,1667.0,0.0,0.1597037037037037,0.0487777777777777,0.928962962962963,3057.0,0.9999999999923326,47.6690691608061,5.616133518773474,0.8063460909385651,67,0.19,1.31,0.017,0.025,0.2,16.763,56.12,18.136,0.689,0.479,3.706,2.561,3.094227270221095,1.6080229226361031
23100421,2023-04-08,2830C20MMNC,126.87,8.14,11133.0,2391.0,556.0,2529.0,1685.0,274.0,0.0,5838.0,1692.0,0.0,0.1597037037037037,0.0487777777777777,0.928962962962963,1959.0,0.9397081697582425,46.01560652600287,4.656210790462294,0.860132720775467,17,0.22,0.77,0.017,0.023,0.23,17.451,55.568,17.938,0.65,0.496,3.768,2.566,3.0976085623501866,1.5701610624470193
23300389,2023-04-08,2830C20MMNC,132.51,0.0,10161.0,2007.0,777.0,5847.0,1750.0,268.0,0.0,6399.0,1029.0,0.0,0.1597037037037037,0.0487777777777777,0.928962962962963,2018.0,0.9999999999924536,48.29069504151921,5.062780269055773,0.8671952428142382,17,0.19,0.74,0.019,0.032,0.21,1.337,52.461,30.398,5.91,0.953,7.13,0.054,1.7257475574854435,1.6530438618603478
23100307,2023-04-08,20MN5CR5BRC,130.5,5.88,9165.0,3282.0,499.0,0.0,2418.0,0.0,423.0,6138.0,958.0,0.0,0.1597037037037037,0.0487777777777777,0.928962962962963,2841.0,0.9568851737721304,47.03448275826028,2.7925045703830613,0.8511087645192358,10,0.2,1.3,0.023,0.018,0.22,2.184,55.642,22.965,7.903,0.943,7.546,0.065,2.42279892014282,2.2124055666003977
23200425,2023-04-09,IS2062E350BR,127.89,9.59,10950.0,1110.0,795.0,4791.0,2535.0,95.0,526.0,6198.0,1237.0,409.0,0.18472,0.03704,0.90932,3156.0,0.9302443991785698,48.46352333999168,9.864864864855978,0.8032319391632436,59,0.2,1.36,0.025,0.022,0.22,1.683,53.577,29.459,3.34,2.495,7.786,0.107,1.8186354378818737,1.7203544937867257
23300434,2023-04-09,1786500D,122.79,8.08,10896.0,1530.0,765.0,4585.0,1770.0,309.0,0.0,6074.0,974.0,0.0,0.18472,0.03704,0.90932,2079.0,0.9382593413239226,49.466568938435806,7.121568627446326,0.8513708513704419,2,0.22,0.8,0.021,0.03,0.222,20.817,48.362,18.602,1.139,0.655,6.616,1.834,2.5996882223297315,1.2268391679350585
23100471,2023-04-09,2062BK1,119.3,7.43,10482.0,2877.0,511.0,2565.0,1749.0,275.0,0.0,6346.0,1187.0,0.0,0.18472,0.03704,0.90932,2024.0,0.941371419545953,53.19362950500257,3.6433785192896617,0.8641304347821818,6,0.2,0.78,0.019,0.018,0.23,24.573,50.76,15.083,0.904,0.551,4.497,2.138,3.3651551312649164,1.2799757924200015
23100457,2023-04-09,2830C20MMNC,126.36,7.43,10305.0,549.0,797.0,6404.0,1767.0,298.0,0.0,6175.0,1024.0,0.0,0.18472,0.03704,0.90932,2065.0,0.9444652066601058,48.86831275681491,18.7704918032445,0.8556900726388108,17,0.2,0.75,0.037,0.024,0.23,26.286,49.756,14.495,0.768,0.763,3.981,2.26,3.432395143487859,1.2200480604188124
23100454,2023-04-09,2062BK1,127.13,7.43,10308.0,561.0,830.0,4787.0,1719.0,315.0,0.0,6654.0,1107.0,0.0,0.18472,0.03704,0.90932,2034.0,0.9447829964257968,52.34012428181908,18.374331550769387,0.8451327433624164,6,0.21,0.82,0.03,0.024,0.21,24.746,49.557,16.181,0.851,0.721,3.776,2.522,3.0624768261030773,1.2108336591086788
23100448,2023-04-09,2062BK1,133.42,7.86,9558.0,2391.0,799.0,3951.0,2462.0,0.0,365.0,6638.0,1066.0,0.0,0.18472,0.03704,0.90932,2827.0,0.9443657984078117,49.75266077012628,3.997490589709746,0.8708878669965083,6,0.18,1.19,0.021,0.026,0.19,1.489,54.716,27.015,5.353,2.758,6.598,0.087,2.02531832987859,1.919522890720926
23300450,2023-04-09,FE500DHCR,123.68,7.43,10266.0,1119.0,779.0,3840.0,1615.0,277.0,0.0,6668.0,1062.0,0.0,0.18472,0.03704,0.90932,1892.0,0.9433300282133832,53.91332470849035,9.174262734576253,0.8535940803378153,57,0.18,0.77,0.023,0.023,0.21,4.071,53.866,26.476,4.089,3.78,5.339,0.435,2.034444989991313,1.7633232944873642
23300456,2023-04-09,FE500DHCR,128.44,8.08,9099.0,1941.0,823.0,3825.0,1706.0,319.0,0.0,6423.0,1166.0,0.0,0.18472,0.03704,0.90932,2025.0,0.9408145326623144,50.00778573614134,4.687789799070228,0.8424691358020531,57,0.19,0.77,0.018,0.022,0.21,19.53,53.408,17.236,0.763,0.674,4.196,2.497,3.0984510065556647,1.4526069573258629
23300453,2023-04-09,FE500DHCR,123.5,10.28,9300.0,2172.0,810.0,4644.0,1570.0,247.0,0.0,6439.0,1041.0,0.0,0.18472,0.03704,0.90932,1817.0,0.923157422627275,52.13765182144018,4.2817679557991335,0.8640616400655674,57,0.2,0.75,0.018,0.021,0.2,18.4,52.826,18.402,1.4,0.683,4.29,2.315,2.87051024289518,1.4353721164035542
