Heat_Number,Date,BOF Grade Code,Hot Metal Addn. Weight,Scrap Addn. Weight,Lime Into Converter,Dolomite Into Converter,Lime Into Ladle,Iron Ore Into Converter,SIMN Into Ladle,FESI Into Ladle,FEMN Into Ladle,Measered O2 Mainblow II,Duration of Mainblow I/II,Measered O2 2nd Blow,HM_P,HM_S,HM_Si,Total_FA_Ladle,HM_Ratio,O2_per_ton_HM,Lime_Dolo_Ratio,SiMn_FA_Fraction,Grade_Encoded,C,Mn,P,S,Si
23311595,2023-11-07,2830C20MMNC,120.79,9.98,10233.0,462.0,787.0,5253.0,1692.0,369.0,258.0,6201.0,976.0,0.0,0.14286666666666664,0.0477,0.833,2319.0,0.923682801858808,51.33703121076797,22.149350649302708,0.7296248382920528,17,0.2,0.73,0.025,0.037,0.22
23311598,2023-11-07,2830C20MMNC,124.96,0.0,10974.0,0.0,787.0,3498.0,1675.0,332.0,0.0,6097.0,984.0,380.0,0.14286666666666664,0.0477,0.833,2007.0,0.9999999999919974,48.79161331587075,10974000000000.0,0.8345789735920107,17,0.2,0.73,0.022,0.031,0.24
23311599,2023-11-07,2830C20MMNC,125.03,10.5,10005.0,0.0,824.0,4696.0,1878.0,292.0,0.0,6162.0,988.0,276.0,0.14286666666666664,0.0477,0.833,2170.0,0.9225263779169002,49.28417179837412,10005000000000.0,0.8654377880180344,17,0.21,0.77,0.03,0.032,0.24
23311604,2023-11-07,2062BK1,124.28,9.49,9342.0,0.0,793.0,4180.0,1991.0,251.0,0.0,6027.0,958.0,0.0,0.14286666666666664,0.0477,0.833,2242.0,0.9290573372136574,48.49533311837387,9342000000000.0,0.8880463871539304,6,0.18,0.75,0.037,0.04,0.19
23311607,2023-11-07,1786500D,125.87,10.32,10314.0,0.0,790.0,3684.0,2058.0,315.0,0.0,6088.0,973.0,269.0,0.14286666666666664,0.0477,0.833,2373.0,0.9242235112642323,48.36736315207462,10314000000000.0,0.8672566371677761,2,0.22,0.75,0.027,0.04,0.225
23311610,2023-11-07,2062BK1,132.6,10.01,9009.0,36.0,823.0,3643.0,2238.0,304.0,0.0,6191.0,985.0,268.0,0.14286666666666664,0.0477,0.833,2542.0,0.9298085688175458,46.689291100703706,250.24999999304865,0.8804091266715656,6,0.2,0.72,0.031,0.038,0.2
23311616,2023-11-07,2062BK1,120.98,10.1,9261.0,0.0,828.0,3430.0,2257.0,260.0,0.0,6186.0,993.0,417.0,0.14286666666666664,0.0477,0.833,2517.0,0.9229478181192939,51.132418581161076,9261000000000.0,0.8967024235197073,6,0.2,0.76,0.029,0.042,0.2
23311640,2023-11-07,2062BK1,123.48,9.95,9945.0,1911.0,906.0,3213.0,1634.0,281.0,0.0,6531.0,1029.0,401.0,0.14286666666666664,0.0477,0.833,1915.0,0.9254290639217161,52.891156462156694,5.204081632650338,0.8532637075713561,6,0.18,0.76,0.02,0.034,0.23
23311624,2023-11-07,2830C20MMNC,127.43,0.0,9063.0,1488.0,832.0,3497.0,1582.0,342.0,0.0,6367.0,1018.0,0.0,0.14286666666666664,0.0477,0.833,1924.0,0.9999999999921525,49.96468649415392,6.090725806447519,0.8222453222448949,17,0.21,0.74,0.024,0.032,0.22
23311626,2023-11-07,2062BK1,120.99,0.0,9033.0,1308.0,790.0,3509.0,1780.0,271.0,0.0,6176.0,989.0,0.0,0.14286666666666664,0.0477,0.833,2051.0,0.9999999999917348,51.045540953375934,6.905963302747014,0.8678693320327314,6,0.2,0.76,0.025,0.037,0.18
23311629,2023-11-07,2830C20MMNC,126.15,0.0,9981.0,1197.0,790.0,4592.0,1731.0,291.0,0.0,6445.0,1030.0,0.0,0.14286666666666664,0.0477,0.833,2022.0,0.9999999999920729,51.089972254846685,8.338345864654688,0.8560830860529891,17,0.19,0.69,0.032,0.036,0.18
23311631,2023-11-07,2830C20MMNC,128.35,0.0,10101.0,1830.0,809.0,4059.0,1732.0,334.0,0.0,6651.0,1569.0,0.0,0.14286666666666664,0.0477,0.833,2066.0,0.9999999999922089,51.81924425358926,5.5196721311445245,0.8383349467566126,17,0.2,0.73,0.025,0.028,0.2
23311634,2023-11-07,2830C20MMNC,126.26,10.1,10002.0,1335.0,798.0,3750.0,1793.0,250.0,0.0,6549.0,1046.0,0.0,0.14286666666666664,0.0477,0.833,2043.0,0.9259313581627608,51.869158878093856,7.492134831455062,0.8776309348992278,17,0.2,0.73,0.032,0.039,0.2
23311637,2023-11-07,2830C20MMNC,123.49,10.2,9996.0,1581.0,884.0,3789.0,1563.0,227.0,0.0,6331.0,1013.0,353.0,0.14286666666666664,0.0477,0.833,1790.0,0.9237040915481809,51.2673090934386,6.3225806451572915,0.8731843575414117,17,0.2,0.75,0.02,0.032,0.23
23211638,2023-11-07,2062BK1,122.64,10.0,10179.0,0.0,899.0,3045.0,1374.0,290.0,0.0,6418.0,1024.0,0.0,0.14286666666666664,0.0477,0.833,1664.0,0.9246079613923056,52.332028701465,10179000000000.0,0.8257211538456576,6,0.19,0.77,0.026,0.032,0.23
23311644,2023-11-07,2830C20MMNC,125.15,9.68,9999.0,1872.0,895.0,3155.0,1669.0,309.0,0.0,6457.0,1024.0,403.0,0.14286666666666664,0.0477,0.833,1978.0,0.9282058888902455,51.59408709507316,5.3413461538433005,0.8437815975728797,17,0.19,0.77,0.02,0.031,0.22
23111588,2023-11-07,2062BK1,123.92,9.78,9651.0,1485.0,799.0,3613.0,1656.0,254.0,0.0,6393.0,1042.0,0.0,0.14286666666666664,0.0477,0.833,1910.0,0.9268511593049601,51.58973531268891,6.498989898985522,0.8670157068058288,6,0.19,0.74,0.024,0.034,0.22
23211641,2023-11-07,2062BK1,123.02,9.65,10389.0,0.0,905.0,3043.0,1698.0,283.0,0.0,6521.0,1025.0,0.0,0.14286666666666664,0.0477,0.833,1981.0,0.9272631340851192,53.00764103354733,10389000000000.0,0.8571428571424244,6,0.21,0.8,0.028,0.033,0.25
23111585,2023-11-07,2062BK1,127.38,9.63,11184.0,1107.0,806.0,4158.0,1640.0,267.0,0.0,6254.0,1013.0,0.0,0.14286666666666664,0.0477,0.833,1907.0,0.9297131596165995,49.097189511311846,10.102981029801171,0.8599895123225695,6,0.2,0.72,0.023,0.035,0.22
23311622,2023-11-07,1786500D,122.72,0.0,9063.0,975.0,782.0,3365.0,0.0,567.0,1347.0,6958.0,1106.0,0.0,0.14286666666666664,0.0477,0.833,1914.0,0.9999999999918513,56.69817470618727,9.295384615375081,0.0,2,0.2,0.71,0.018,0.032,0.208
23211635,2023-11-07,1786500D,121.37,0.0,10251.0,0.0,803.0,3477.0,1762.0,270.0,0.0,6263.0,1077.0,249.0,0.14286666666666664,0.0477,0.833,2032.0,0.9999999999917607,51.60253769422754,10251000000000.0,0.8671259842515417,2,0.2,0.76,0.024,0.029,0.209
23111593,2023-11-07,2062BK1,124.59,9.62,8721.0,1479.0,809.0,2931.0,1647.0,260.0,0.0,5871.0,1108.0,0.0,0.14286666666666664,0.0477,0.833,1907.0,0.9283212875275441,47.12256200299284,5.8965517241339445,0.8636601992654097,6,0.2,0.83,0.029,0.03,0.2
23111591,2023-11-07,2062BK1,122.07,9.89,10029.0,1512.0,782.0,3481.0,1671.0,271.0,0.0,6263.0,1038.0,0.0,0.14286666666666664,0.0477,0.833,1942.0,0.9250530463706803,51.3066273445457,6.632936507932121,0.8604531410912151,6,0.2,0.78,0.026,0.033,0.24
23111636,2023-11-07,2062BK1,122.81,0.0,10221.0,0.0,817.0,3661.0,1753.0,264.0,0.0,5934.0,1037.0,0.0,0.14286666666666664,0.0477,0.833,2017.0,0.9999999999918573,48.31854083504341,10221000000000.0,0.8691125433808284,6,0.21,0.8,0.028,0.039,0.21
23111633,2023-11-07,1786500D,121.36,0.0,10233.0,0.0,787.0,3531.0,1769.0,321.0,0.0,5774.0,1346.0,0.0,0.14286666666666664,0.0477,0.833,2090.0,0.99999999999176,47.577455503892736,10233000000000.0,0.8464114832531835,2,0.17,0.82,0.025,0.038,0.229
23111627,2023-11-07,2062BK1,120.27,0.0,9267.0,0.0,807.0,3460.0,1737.0,305.0,0.0,5742.0,1273.0,0.0,0.14286666666666664,0.0477,0.833,2042.0,0.9999999999916853,47.74257919641022,9267000000000.0,0.8506366307537461,6,0.19,0.8,0.038,0.038,0.21
23111625,2023-11-07,1786500D,123.05,0.0,9450.0,0.0,789.0,3848.0,1776.0,301.0,0.0,6180.0,1108.0,0.0,0.14286666666666664,0.0477,0.833,2077.0,0.9999999999918732,50.22348638723914,9450000000000.0,0.8550794415017549,2,0.19,0.78,0.036,0.039,0.218
23111621,2023-11-07,2062BK1,124.79,10.1,9375.0,0.0,827.0,2271.0,592.0,514.0,1231.0,5886.0,1638.0,0.0,0.14286666666666664,0.0477,0.833,2337.0,0.9251241752470523,47.167240964442925,9375000000000.0,0.25331621737259163,6,0.17,0.8,0.028,0.038,0.21
23111619,2023-11-07,1786500D,127.0,10.0,9453.0,0.0,777.0,2373.0,1757.0,268.0,0.0,5514.0,1349.0,0.0,0.14286666666666664,0.0477,0.833,2025.0,0.9270072992633066,43.417322834303796,9453000000000.0,0.8676543209872258,2,0.21,0.77,0.027,0.032,0.213
23111639,2023-11-07,2830C20MMNC,128.93,0.0,9510.0,171.0,932.0,6486.0,1746.0,291.0,0.0,6060.0,1190.0,0.0,0.14286666666666664,0.0477,0.833,2037.0,0.999999999992244,47.00224928219187,55.61403508739407,0.8571428571424363,17,0.2,0.79,0.03,0.033,0.2
23111617,2023-11-07,1786500D,110.72,10.0,9309.0,0.0,800.0,3232.0,1766.0,319.0,0.0,5492.0,1239.0,0.0,0.14286666666666664,0.0477,0.833,2085.0,0.9171636845517134,49.602601155621365,9309000000000.0,0.8470023980811285,2,0.21,0.77,0.031,0.04,0.229
23111611,2023-11-07,2062BK1,120.62,10.2,9606.0,0.0,774.0,3183.0,1773.0,304.0,0.0,5714.0,1581.0,0.0,0.14286666666666664,0.0477,0.833,2077.0,0.9220302705937776,47.37191178869696,9606000000000.0,0.8536350505532722,6,0.19,0.75,0.031,0.037,0.21
23111609,2023-11-07,2830C20MMNC,123.42,9.26,8580.0,0.0,797.0,3349.0,1776.0,230.0,0.0,5766.0,1044.0,0.0,0.14286666666666664,0.0477,0.833,2006.0,0.9302080192875324,46.718522119213105,8579999999999.999,0.8853439680952715,17,0.19,0.76,0.025,0.031,0.22
23111605,2023-11-07,2062BK1,127.97,10.22,9027.0,0.0,817.0,3097.0,1678.0,271.0,0.0,6200.0,3355.0,0.0,0.14286666666666664,0.0477,0.833,1949.0,0.9260438526599173,48.44885520005901,9027000000000.0,0.860954335556254,6,0.2,0.76,0.024,0.033,0.16
23111603,2023-11-07,2062BK1,124.92,10.23,9486.0,1488.0,799.0,3211.0,1781.0,294.0,0.0,5690.0,933.0,0.0,0.14286666666666664,0.0477,0.833,2075.0,0.9243063262972675,45.549151456567806,6.374999999995715,0.8583132530116345,6,0.18,0.81,0.018,0.032,0.22
23111601,2023-11-07,2062BK1,118.79,8.03,9963.0,0.0,807.0,4850.0,1702.0,264.0,0.0,5735.0,992.0,0.0,0.14286666666666664,0.0477,0.833,1966.0,0.9366819113630603,48.27847461866926,9963000000000.0,0.8657171922681253,6,0.19,0.81,0.031,0.036,0.2
23111596,2023-11-07,C20MMNATLT,123.46,10.12,11616.0,0.0,792.0,4985.0,1699.0,288.0,0.0,156.0,2711.0,0.0,0.14286666666666664,0.0477,0.833,1987.0,0.924240155705014,1.2635671472439367,11616000000000.0,0.855057876194839,41,0.19,0.83,0.026,0.027,0.18
23111614,2023-11-07,2062BK1,122.39,9.58,9297.0,0.0,822.0,3028.0,1749.0,321.0,0.0,5902.0,1363.0,0.0,0.14286666666666664,0.0477,0.833,2070.0,0.927407744177257,48.2228940268958,9297000000000.0,0.8449275362314759,6,0.19,0.75,0.027,0.034,0.2
23211632,2023-11-07,2062BK1,120.94,0.0,9993.0,0.0,787.0,2840.0,1738.0,321.0,0.0,6194.0,1067.0,177.0,0.14286666666666664,0.0477,0.833,2059.0,0.9999999999917314,51.21547874936981,9993000000000.0,0.8440990772215424,6,0.21,0.77,0.024,0.033,0.23
23211630,2023-11-07,1786500D,119.05,0.0,9624.0,45.0,809.0,1640.0,1769.0,287.0,0.0,5994.0,1022.0,234.0,0.14286666666666664,0.0477,0.833,2056.0,0.9999999999916002,50.34859302771652,213.86666666191408,0.8604085603108655,2,0.21,0.78,0.024,0.04,0.221
23211602,2023-11-07,1786500D,130.6,9.59,9714.0,891.0,789.0,2134.0,1765.0,280.0,0.0,6397.0,1022.0,0.0,0.14286666666666664,0.0477,0.833,2045.0,0.9315928382842458,48.98162327680719,10.902356902344666,0.863080684596155,2,0.2,0.76,0.018,0.03,0.221
23211628,2023-11-07,2062BK1,122.1,0.0,10263.0,0.0,806.0,3372.0,1752.0,341.0,0.0,7005.0,1794.0,0.0,0.14286666666666664,0.0477,0.833,2093.0,0.99999999999181,57.371007370537505,10263000000000.0,0.8370759675103502,6,0.19,0.74,0.022,0.035,0.22
23211620,2023-11-07,2062BK1,121.56,0.0,8892.0,1176.0,800.0,1001.0,1735.0,277.0,0.0,6321.0,1022.0,0.0,0.14286666666666664,0.0477,0.833,2012.0,0.9999999999917736,51.99901283274104,7.561224489789489,0.8623260437371459,6,0.2,0.79,0.028,0.033,0.19
23211618,2023-11-07,2062BK1,123.53,0.0,9603.0,1200.0,712.0,4910.0,1704.0,290.0,240.0,6665.0,2235.0,0.0,0.14286666666666664,0.0477,0.833,2234.0,0.9999999999919048,53.95450497811095,8.002499999993331,0.7627573858546273,6,0.2,0.82,0.026,0.033,0.21
23211584,2023-11-07,2062BK1,126.95,10.13,10146.0,1206.0,696.0,3865.0,1829.0,304.0,0.0,6244.0,1095.0,561.0,0.14286666666666664,0.0477,0.833,2133.0,0.9261015465354092,49.1847183926807,8.412935323376109,0.8574777308950504,6,0.2,0.74,0.016,0.032,0.21
23211615,2023-11-07,1786500D,128.63,9.5,10236.0,1191.0,778.0,2271.0,1694.0,294.0,186.0,6492.0,1024.0,0.0,0.14286666666666664,0.0477,0.833,2174.0,0.9312242090716628,50.470341288575995,8.594458438279938,0.7792088316463757,2,0.19,0.76,0.019,0.039,0.235
23211590,2023-11-07,2062BK1,122.79,10.04,9957.0,1659.0,704.0,3328.0,1640.0,294.0,0.0,6516.0,1027.0,0.0,0.14286666666666664,0.0477,0.833,1934.0,0.9244146653547812,53.06621060303716,6.001808318260397,0.8479834539809473,6,0.18,0.75,0.03,0.031,0.22
23211594,2023-11-07,2062BK1,122.72,10.27,9987.0,3432.0,506.0,2154.0,1674.0,263.0,0.0,6595.0,1028.0,0.0,0.14286666666666664,0.0477,0.833,1937.0,0.9227761485756615,53.740221642326105,2.9099650349641872,0.8642230252964046,6,0.19,0.75,0.019,0.031,0.22
23211597,2023-11-07,1786500D,119.84,10.05,10974.0,2181.0,833.0,3417.0,1748.0,280.0,0.0,6505.0,1025.0,574.0,0.14286666666666664,0.0477,0.833,2028.0,0.9226268380866685,54.28070760969391,5.031636863821627,0.8619329388555907,2,0.18,0.73,0.019,0.026,0.198
23211600,2023-11-07,ASP1239,122.03,9.95,9471.0,0.0,814.0,2498.0,1046.0,277.0,0.0,6239.0,1039.0,453.0,0.14286666666666664,0.0477,0.833,1323.0,0.924609789355019,51.126772104801056,9471000000000.0,0.7906273620553359,24,0.43,0.72,0.016,0.017,0.23
23211606,2023-11-07,2830C20MMNC,120.33,10.29,9222.0,897.0,800.0,1979.0,1704.0,287.0,0.0,6089.0,973.0,0.0,0.14286666666666664,0.0477,0.833,1991.0,0.9212218649447158,50.6025097643929,10.280936454838036,0.8558513309890227,17,0.2,0.75,0.023,0.04,0.21
23211608,2023-11-07,1786500D,122.85,10.56,9273.0,1194.0,806.0,2392.0,1772.0,287.0,0.0,6383.0,1011.0,0.0,0.14286666666666664,0.0477,0.833,2059.0,0.9208455138226457,51.957671957249026,7.766331658284953,0.8606119475469352,2,0.19,0.77,0.027,0.032,0.197
23211612,2023-11-07,2062BK1,118.59,10.1,9831.0,1512.0,803.0,2613.0,1704.0,280.0,196.0,6192.0,1091.0,573.0,0.14286666666666664,0.0477,0.833,2180.0,0.9215168233668389,52.213508727108405,6.501984126979827,0.7816513761464304,6,0.21,0.86,0.026,0.03,0.18
23311672,2023-11-08,R34,132.02,0.0,10644.0,0.0,919.0,4504.0,1058.0,258.0,0.0,5853.0,1149.0,0.0,0.1420625,0.0408125,0.77778125,1316.0,0.9999999999924255,44.334191788787045,10644000000000.0,0.8039513677805441,66,0.63,0.74,0.02,0.018,0.2
23311693,2023-11-08,S.TOWER6VAN,126.9,10.03,9420.0,942.0,1520.0,3595.0,4942.0,334.0,788.0,6422.0,1236.0,0.0,0.1420625,0.0408125,0.77778125,6064.0,0.9267508946109199,50.606776989356916,9.999999999989384,0.8149736147755912,67,0.17,1.28,0.034,0.03,0.18
23311675,2023-11-08,1786550D,125.83,8.0,9165.0,0.0,779.0,3481.0,1709.0,162.0,0.0,6199.0,993.0,315.0,0.1420625,0.0408125,0.77778125,1871.0,0.9402226705451677,49.264881188514146,9165000000000.0,0.9134152859428576,3,0.21,0.86,0.02,0.03,0.24
23311705,2023-11-08,S.TOWER6VAN,133.3,9.69,8985.0,2940.0,693.0,3497.0,0.0,0.0,0.0,6494.0,1024.0,380.0,0.1420625,0.0408125,0.77778125,0.0,0.9322330232818223,48.717179294458234,3.0561224489785523,0.0,67,0.17,1.34,0.026,0.03,0.21
23311702,2023-11-08,2062BK1,128.41,9.8,8931.0,1893.0,715.0,3344.0,1647.0,251.0,0.0,6397.0,1009.0,0.0,0.1420625,0.0408125,0.77778125,1898.0,0.9290934085744222,49.81699244568323,4.717908082406383,0.8677555321386365,6,0.2,0.85,0.022,0.029,0.25
23311678,2023-11-08,2062BK1,79.09,0.0,9906.0,0.0,801.0,6087.0,1685.0,339.0,0.0,6112.0,1241.0,0.0,0.1420625,0.0408125,0.77778125,2024.0,0.9999999999873561,77.27904918349627,9906000000000.0,0.8325098814225136,6,0.19,0.79,0.023,0.04,0.22
23311690,2023-11-08,2062BK1,128.02,10.12,8949.0,891.0,824.0,3029.0,2387.0,55.0,429.0,6298.0,1482.0,0.0,0.1420625,0.0408125,0.77778125,2871.0,0.9267409873973742,49.195438212394976,10.043771043759772,0.8314176245207832,6,0.19,1.0,0.029,0.036,0.18
23311696,2023-11-08,1786550D,127.41,9.79,9462.0,1674.0,618.0,4706.0,1700.0,298.0,0.0,6440.0,5739.0,0.0,0.1420625,0.0408125,0.77778125,1998.0,0.9286443148620362,50.545483085703275,5.652329749100566,0.850850850850425,3,0.21,0.79,0.03,0.03,0.22
23311700,2023-11-08,2062BK1,124.5,10.2,8952.0,1899.0,597.0,4363.0,1620.0,288.0,0.0,6059.0,966.0,238.0,0.1420625,0.0408125,0.77778125,1908.0,0.9242761692581718,48.666666666275766,4.714060031593094,0.84905660377314,6,0.2,0.78,0.029,0.025,0.18
23111646,2023-11-08,2062BK1,120.61,9.88,9021.0,1017.0,897.0,4401.0,1755.0,307.0,0.0,5860.0,971.0,0.0,0.1420625,0.0408125,0.77778125,2062.0,0.9242853858462389,48.586352706669544,8.870206489666794,0.8511154219200529,6,0.19,0.75,0.019,0.026,0.23
23111706,2023-11-08,S.TOWER6VAN,128.96,9.58,8271.0,900.0,834.0,2804.0,2391.0,0.0,473.0,6092.0,1116.0,0.0,0.1420625,0.0408125,0.77778125,2864.0,0.9308502959366909,47.2394540939265,9.189999999989789,0.8348463687147923,67,0.18,1.35,0.027,0.03,0.27
23111703,2023-11-08,1786550D,135.6,0.0,9477.0,1155.0,797.0,5897.0,1774.0,305.0,0.0,6076.0,1003.0,0.0,0.1420625,0.0408125,0.77778125,2079.0,0.9999999999926255,44.80825958669021,8.205194805187702,0.8532948532944429,3,0.2,0.8,0.02,0.03,0.23
23111699,2023-11-08,S.TOWER6VAN,127.63,9.59,7950.0,1023.0,820.0,4106.0,2417.0,0.0,406.0,5995.0,1176.0,0.0,0.1420625,0.0408125,0.77778125,2823.0,0.9301122285313358,46.97171511363338,7.771260997059852,0.8561813673394062,67,0.17,1.29,0.029,0.034,0.2
23111697,2023-11-08,2062BK1,126.2,10.12,9990.0,489.0,779.0,4089.0,1512.0,332.0,454.0,5880.0,1024.0,0.0,0.1420625,0.0408125,0.77778125,2298.0,0.9257629107913311,46.59270998378294,20.42944785271896,0.6579634464749095,6,0.19,0.86,0.031,0.028,0.21
23111695,2023-11-08,S.TOWER6VAN,127.53,10.04,10257.0,1977.0,2024.0,3777.0,4054.0,120.0,1142.0,6201.0,1010.0,0.0,0.1420625,0.0408125,0.77778125,5316.0,0.9270189721528894,48.6238532106279,5.188163884671124,0.7626034612489159,67,0.19,1.38,0.039,0.03,0.23
23111691,2023-11-08,2062BK1,123.12,9.47,9996.0,1011.0,802.0,3000.0,1698.0,291.0,0.0,5791.0,1005.0,0.0,0.1420625,0.0408125,0.77778125,1989.0,0.9285768157407907,47.03541260520601,9.887240356073306,0.8536953242831303,6,0.2,0.81,0.032,0.032,0.19
23111688,2023-11-08,S.TOWER6VAN,122.62,9.88,8937.0,1728.0,799.0,2139.0,2503.0,74.0,178.0,286.0,1061.0,0.0,0.1420625,0.0408125,0.77778125,2755.0,0.9254339622571667,2.3324090686484062,5.171874999997007,0.9085299455532092,67,0.19,1.4,0.029,0.03,0.21
23111686,2023-11-08,S.TOWER6VAN,122.14,0.0,9288.0,996.0,797.0,3292.0,2409.0,95.0,612.0,5990.0,1001.0,0.0,0.1420625,0.0408125,0.77778125,3116.0,0.9999999999918127,49.04208285533779,9.325301204809914,0.7731065468546942,67,0.18,1.33,0.033,0.031,0.22
23111684,2023-11-08,1786550D,111.34,0.0,9477.0,0.0,822.0,6427.0,1688.0,256.0,0.0,5274.0,1455.0,0.0,0.1420625,0.0408125,0.77778125,1944.0,0.9999999999910185,47.36842105220614,9477000000000.0,0.8683127572011994,3,0.21,0.77,0.03,0.03,0.22
23111682,2023-11-08,1786550D,127.57,0.0,9030.0,990.0,792.0,1998.0,1698.0,281.0,0.0,5999.0,1088.0,0.0,0.1420625,0.0408125,0.77778125,1979.0,0.9999999999921612,47.0251626554282,9.121212121202907,0.8580090955023456,3,0.21,0.76,0.03,0.03,0.24
23111680,2023-11-08,S.TOWER6VAN,127.34,0.0,8961.0,1998.0,769.0,3423.0,2422.0,125.0,460.0,379.0,85.0,0.0,0.1420625,0.0408125,0.77778125,3007.0,0.999999999992147,2.9762839641669836,4.484984984982741,0.8054539408045209,67,0.2,1.25,0.03,0.031,0.17
23111677,2023-11-08,S.TOWER6VAN,136.84,7.86,9420.0,1476.0,834.0,3572.0,2401.0,23.0,608.0,501.0,1165.0,0.0,0.1420625,0.0408125,0.77778125,3032.0,0.9456807187218681,3.6612101724374364,6.3821138211338875,0.7918865435353589,67,0.19,1.3,0.028,0.028,0.21
23111674,2023-11-08,2062BK1,128.34,8.0,8958.0,0.0,992.0,3049.0,1765.0,318.0,0.0,6008.0,1031.0,0.0,0.1420625,0.0408125,0.77778125,2083.0,0.9413231626746273,46.81315256313844,8958000000000.0,0.8473355736913839,6,0.19,0.76,0.024,0.037,0.18
23111671,2023-11-08,1786550D,129.01,7.7,8727.0,1500.0,800.0,970.0,1759.0,251.0,0.0,6235.0,1084.0,0.0,0.1420625,0.0408125,0.77778125,2010.0,0.9436763952823959,48.329586853357654,5.817999999996121,0.8751243781090173,3,0.22,0.76,0.02,0.03,0.22
23111668,2023-11-08,S.TOWER6VAN,128.26,8.2,9780.0,966.0,825.0,2851.0,2430.0,99.0,542.0,6201.0,1448.0,0.0,0.1420625,0.0408125,0.77778125,3071.0,0.9399091308739566,48.34710743763959,10.124223602473991,0.7912732009114974,67,0.2,1.36,0.029,0.033,0.21
23111665,2023-11-08,2062BK1,126.54,7.8,9534.0,3204.0,777.0,1986.0,2384.0,109.0,529.0,6293.0,1156.0,0.0,0.1420625,0.0408125,0.77778125,3022.0,0.9419383653346589,49.731310257233034,2.975655430710682,0.7888815354067542,6,0.18,1.08,0.027,0.028,0.17
23111662,2023-11-08,2830C20MMNC,130.34,0.0,9654.0,2913.0,769.0,2604.0,1661.0,209.0,0.0,6015.0,1037.0,0.0,0.1420625,0.0408125,0.77778125,1870.0,0.9999999999923278,46.14853460145659,3.314109165807307,0.8882352941171721,17,0.22,0.84,0.026,0.036,0.21
23111659,2023-11-08,2830C20MMNC,125.07,8.02,9447.0,0.0,825.0,2922.0,1756.0,271.0,0.0,6188.0,1499.0,0.0,0.1420625,0.0408125,0.77778125,2027.0,0.9397400255395616,49.47629327536998,9447000000000.0,0.8663048840646935,17,0.2,0.82,0.03,0.028,0.23
23111656,2023-11-08,2830C20MMNC,122.94,0.0,10299.0,915.0,809.0,4048.0,1756.0,254.0,0.0,6120.0,1489.0,0.0,0.1420625,0.0408125,0.77778125,2010.0,0.999999999991866,49.78038067309435,11.255737704905732,0.8736318407955853,17,0.21,0.8,0.033,0.03,0.21
23111651,2023-11-08,2830C20MMNC,125.57,10.08,9141.0,1008.0,891.0,4295.0,1757.0,268.0,0.0,195.0,57.0,5846.0,0.1420625,0.0408125,0.77778125,2025.0,0.9256911168379971,1.5529186907577215,9.068452380943384,0.8676543209872258,17,0.21,0.76,0.025,0.027,0.21
23111648,2023-11-08,1786500D,126.63,9.59,9054.0,1005.0,943.0,3319.0,1766.0,264.0,0.0,5777.0,964.0,0.0,0.1420625,0.0408125,0.77778125,2030.0,0.9295991777937924,45.621100844621175,9.008955223871633,0.8699507389158276,2,0.19,0.73,0.024,0.026,0.205
23311669,2023-11-08,2830C20MMNC,124.94,8.01,9576.0,0.0,782.0,2871.0,1754.0,309.0,0.0,6055.0,1551.0,0.0,0.1420625,0.0408125,0.77778125,2063.0,0.939751786378791,48.463262365547756,9576000000000.0,0.8502181289380271,17,0.2,0.74,0.021,0.03,0.19
23311666,2023-11-08,2062BK1,122.78,8.1,9738.0,1575.0,713.0,3891.0,1659.0,237.0,0.0,6127.0,1114.0,634.0,0.1420625,0.0408125,0.77778125,1896.0,0.9381112469365976,49.90226421200601,6.1828571428532175,0.8749999999995385,6,0.19,0.74,0.018,0.033,0.18
23211676,2023-11-08,2062BK1,128.72,0.0,7059.0,0.0,698.0,3184.0,1772.0,294.0,0.0,3592.0,842.0,0.0,0.1420625,0.0408125,0.77778125,2066.0,0.9999999999922313,27.90553138573722,7059000000000.0,0.8576960309773196,6,0.21,0.77,0.016,0.024,0.17
23311660,2023-11-08,2062BK1,124.21,7.55,9516.0,567.0,793.0,3688.0,1611.0,289.0,0.0,5798.0,928.0,271.0,0.1420625,0.0408125,0.77778125,1900.0,0.9426988463802164,46.67901135136721,16.783068783039184,0.8478947368416591,6,0.19,0.82,0.017,0.028,0.26
23311647,2023-11-08,2830C20MMNC,131.66,0.0,10092.0,1896.0,884.0,5396.0,1667.0,281.0,0.0,6293.0,1122.0,0.0,0.1420625,0.0408125,0.77778125,1948.0,0.9999999999924047,47.797356827830804,5.322784810123775,0.8557494866525381,17,0.21,0.76,0.019,0.036,0.2
23311650,2023-11-08,2062BK1,123.54,9.35,10830.0,1971.0,928.0,3905.0,1569.0,288.0,0.0,6365.0,1155.0,409.0,0.1420625,0.0408125,0.77778125,1857.0,0.9296410565059099,51.521774323688504,5.49467275494394,0.8449111470108536,6,0.2,0.74,0.015,0.027,0.24
23211645,2023-11-08,2830C20MMNC,124.95,10.3,10926.0,189.0,894.0,3946.0,1650.0,260.0,0.0,6655.0,1069.0,0.0,0.1420625,0.0408125,0.77778125,1910.0,0.9238447319709883,53.261304521382456,57.80952380921794,0.8638743455492859,17,0.19,0.76,0.023,0.027,0.21
